ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_son24
2024,09,2633401,1,0038,1,1,20240926334011003813,1,3,3,1,2, ,2,17,3,2,15,3,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,3,1,4,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,937.603559313377
2024,09,2633401,1,0038,1,1,20240926334011003814,1,4,3,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,26461,1,0027,1,1,202409264611002711,1,1,1,1,2, ,2,33,1,1,99,99,1991,1, , , , , , , , , , , , , , , ,2142,4100,3,5,1, ,5,9998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,8500, , , , , , , , , , , , , , ,2,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,12,8,1,8500, , , , , , , ,2124,8500,8500,10624,1,947.353266243334
2024,09,26461,1,0027,1,1,202409264611002712,1,2,2,1,2, ,1,33,2,2,16,6,1991,1, , , , , , , , , , , , , , , ,2142,4100,3,5,1, ,5,998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,8500, , , , , , , , , , , , , , ,2,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,12,8,1,8500, , , , , , , ,2124,8500,8500,10624,1,1031.15914908047
2024,09,2230701,1,0031,1,1,20240922307011003111,1,1,1,1,2, ,1,20,1,1,22,5,2004,1, , , , , , , , , , , , , , , ,7411,4321,3,5,2,2,1,7,0,0,8,0,0,0,0,8, ,8,1, ,1,1,1,1,2,50,15, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,1,4,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,1,1,1,217,65, , , , , , , ,282,282,282,1,829.483374966658
2024,09,2230701,1,0031,1,1,20240922307011003112,1,2,7,1,2, ,2,17,2,2,5,9,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,5, , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , , , ,1,895.587563193424
2024,09,2230701,1,0032,1,1,20240922307011003211,1,1,1,1,2, ,1,32,1,1,1,1,1992,1, , , , , , , , , , , , , , , ,7352,1410,2, ,3,2,1,1,0,10,10,10,10,6,0,46, ,60,2,60,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , ,1950, , , , , , ,1950,1950,1950,1,970.875556173123
2024,09,2230701,1,0032,1,1,20240922307011003212,1,2,2,1,2, ,2,29,2,2,20,6,1995,1, , , , , , , , , , , , , , , ,5141,9602,3,5,2,1,1,5,10,10,10,10,10,10,10,70, ,70,2,60,2, ,2,2,2,350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1516, , , , , , , , ,1516,1516,1516,1,891.969130154755
2024,09,2230701,1,0033,1,1,20240922307011003311,1,1,1,1,2, ,1,73,1,1,15,7,1951,1, , , , , , , , , , , , , , , ,9511,4781,2, ,3,2,1,1,0,12,12,12,12,12,12,72, ,72,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,850,20, , , , , ,870,870,870,1,792.305818795356
2024,09,2230701,1,0033,1,1,20240922307011003312,1,2,2,1,2, ,2,70,2,2,15,4,1954,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,1,7,7,7,7,7,7,7,49, ,49,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,1, , ,260, , , , , , ,260,260,260,1,728.557820969199
2024,09,2230701,1,0033,1,1,20240922307011003313,1,3,3,1,2, ,1,33,3,3,3,7,1991,1, , , , , , , , , , , , , , , ,5212,4771,2, ,2,2,1,1,7,11,11,11,11,11,7,69, ,69,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,10,3, ,2,2,2,2,2,2,10,1,1, , ,868,80, , , , , ,948,948,948,1,970.875556173123
2024,09,4744203,1,0028,1,1,20240947442031002811,1,1,1,1,2, ,1,54,1,1,30,11,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,5,2,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,2, , , , , , , , , , , , ,1,470.389126216674
2024,09,4744203,1,0028,1,1,20240947442031002812,1,2,2,1,2, ,2,43,2,2,14,5,1981,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,9533,4799,2, ,3,2,1,1,1,1,1,1,1,1,1,7, ,7,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,350,30, , , , , ,380,380,380,1,529.558877131146
2024,09,4744203,1,0028,1,1,20240947442031002813,1,3,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,4744203,1,0028,1,1,20240947442031002814,1,4,3,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,4744203,1,0029,1,1,20240947442031002911,1,1,1,1,2, ,1,25,1,1,28,3,1999,1, , , , , , , , , , , , , , , ,7352,1410,1, ,3,2,1,4,0,10,10,10,10,10,8,58, ,58,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,3,1, , ,3417, , , , , , ,3417,3417,3417,1,576.405339579313
2024,09,4744203,1,0029,1,1,20240947442031002912,1,2,2,1,2, ,2,29,2,2,21,12,1994,1, , , , , , , , , , , , , , , ,8153,1410,3,5,3,2,1,4,0,10,10,10,10,10,7,57, ,57,1, ,2, ,2,2,2,250, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,1083, , , , , , , ,22,1083,1083,1105,1,529.558877131146
2024,09,4744203,1,0029,1,1,20240947442031002913,1,3,3,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,4744203,1,0029,1,1,20240947442031002914,1,4,6,1,2, ,1,64,4,4,21,8,1960,1, , , , , , , , , , , , , , , ,8153,1410,3,5,3,2,1,4,0,7,6,6,6,6,4,35, ,35,1, ,2, ,2,2,2,220, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,1,1,1,953, , , , , , , , ,953,953,953,1,470.389126216674
2024,09,4744203,1,0030,1,1,20240947442031003011,1,1,1,1,2, ,2,36,1,1,6,3,1988,1, , , , , , , , , , , , , , , ,8153,1410,3,5,3,2,1,4,0,0,0,6,0,0,0,6,3,9,1, ,1,2,2,2,2,40, , , ,60, , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,1,173, , , ,60, , , , ,233,173,233,1,529.558877131146
2024,09,4744203,1,0030,1,1,20240947442031003012,1,4,11,1,2, ,2,16,4,4,16,7,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,531.70712786332
2024,09,4744203,1,0030,1,1,20240947442031003013,1,2,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,4744203,1,0030,1,1,20240947442031003014,1,3,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,1952802,1,0107,1,1,20240919528021010711,1,1,1,1,2, ,2,28,1,1,2,2,1996,1, , , , , , , , , , , , , , , ,5141,9602,2, ,3,2,1,1,0,0,0,0,0,0,6,6, ,6,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, , ,150, , , , , , ,150,150,150,1,1422.45551011636
2024,09,1952802,1,0111,1,1,20240919528021011111,1,1,1,1,2, ,2,53,1,1,99,99,1971,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1161.85757089621
2024,09,1969502,1,0049,1,1,20240919695021004911,1,1,1,1,2, ,1,79,1,1,5,5,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,10,2, ,2,2,2,2,2,2,1,9,4, , , , , , , , , , , , ,1,1020.119993888
2024,09,1969502,1,0050,1,1,20240919695021005011,1,1,1,1,2, ,2,37,1,1,12,8,1987,1, , , , , , , , , , , , , , , ,2221,8610,3,2, , ,5,9998,11,11,0,0,0,11,11,44,12,56,1, ,2, ,2,2,4,2200, , , ,1500, , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2200, , , ,1500, , , ,50,3700,2200,3750,1,1148.43980949832
2024,09,1969502,1,0050,1,1,20240919695021005012,1,2,8,2, ,2,1,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
